# Compiler warnings in the ios-sim-debug build, as of the day this gate was added.
#
# This is a ratchet, not an allow-list: new code must not add entries.
# Delete an entry when the warning stops reproducing -- a stale entry is a
# failure too, so the file cannot quietly describe a build nobody runs.
#
# A baseline is only comparable to a census taken from the SAME build. This
# one came from:
#   leg: ios-sim-debug
#   log: xcodebuild-build.log
#
# Format: <group>|<identity>|<flag>|<message-signature>|<note>
#
# identity is a repo-relative path for port code, the file name for the
# runtime, and '*' for generated code -- there the unit of authorship is the
# emitter, not the file.
#
# A <no-flag> diagnostic cannot be -Wno-'d or -Werror='d on its own. The only
# remedies for one are fixing it or a whole-file pragma.
#
# Regenerate with scripts/check-native-warnings.py --leg ios-sim-debug --write-baseline

generated|*|-Wimplicitly-unsigned-literal|integer literal is too large to be represented in a signed integer type, interpreting as unsigned|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1TapGestureRecognizer.m|-Wobjc-method-access|instance method ? not found (return type defaults to ?)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1TapGestureRecognizer.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ?|5 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1TextInputView.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1VideoIO.m|-Wunused-function|unused function ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1Vision.m|-Wunused-function|unused function ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1WatchConnectivity.m|-Wunused-const-variable|unused variable ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CN1WatchViewController.m|-Wincomplete-implementation|method definition for ? not found|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/ClearRect.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|11 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/ClearRect.m|-Wunused-variable|unused variable ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/ClipRect.m|-Wunused-variable|unused variable ?|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLAppDelegate.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLAppDelegate.m|-Wmismatched-parameter-types|conflicting parameter types in implementation of ?: ? vs ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLAppDelegate.m|-Wnonnull|null passed to a callee that requires a non-null argument|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.h|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|7 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|33 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - This method is unsafe because it could potentially cause buffer overruns. Use -getBytes:length: instead.|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - UIActionSheet is deprecated. Use UIAlertController with a preferredStyle of UIAlertControllerStyleActionSheet instead|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - UIPopoverController is deprecated. Popovers are now implemented as UIViewController presentations. Use a modal presentation style of UIModalPresentationPopover and UIPopoverPresentationController.|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use -[UIDevice userInterfaceIdiom] directly.|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use UIBarStyleBlack and set the translucent property to YES instead.|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use the block-based animation API instead|12 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use the interfaceOrientation property of the window scene instead.|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use the statusBarManager property of the window scene instead.|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wdeprecated-declarations|? is deprecated: first deprecated in watchOS ? - This method is unsafe because it could potentially cause buffer overruns. Use -getBytes:length: instead.|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wenum-conversion|implicit conversion from enumeration type ? (aka ?) to different enumeration type ? (aka ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wenum-conversion|implicit conversion from enumeration type ? to different enumeration type ? (aka ?)|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wincompatible-pointer-types|incompatible pointer types initializing ? (aka ?) with an expression of type ? (aka ?)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wint-conversion|incompatible pointer to integer conversion assigning to ? (aka ?) from ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wobjc-method-access|instance method ? not found (return type defaults to ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wobjc-missing-super-calls|method possibly missing a [super awakeFromNib] call|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wpointer-sign|passing ? (aka ?) to parameter of type ? converts between pointers to integer types with different sign|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ?|9 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ? (aka ?)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/CodenameOne_GLViewController.m|-Wunused-variable|unused variable ?|12 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/Curve.c|-Wunused-function|unused function ?|8 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawGradient.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|19 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawGradient.m|-Wenum-conversion|implicit conversion from enumeration type ? to different enumeration type ? (aka ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawGradient.m|-Wunused-const-variable|unused variable ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawGradient.m|-Wunused-variable|unused variable ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawImage.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|19 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawImage.m|-Wunused-const-variable|unused variable ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawImage.m|-Wunused-variable|unused variable ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawLine.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|13 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawLine.m|-Wunused-variable|unused variable ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawPath.m|-Wincompatible-pointer-types|incompatible pointer types assigning to ? (aka ?) from ? (aka ?)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawRect.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|13 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawRect.m|-Wunused-variable|unused variable ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawString.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawString.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|19 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawString.m|-Wenum-conversion|implicit conversion from enumeration type ? to different enumeration type ? (aka ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawString.m|-Wunused-const-variable|unused variable ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawString.m|-Wunused-variable|unused variable ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawStringTextureCache.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawStringTextureCache.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use -[UIDevice userInterfaceIdiom] directly.|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/DrawTextureAlphaMask.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|29 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/EAGLView.h|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/EAGLView.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|26 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/EAGLView.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES is deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|6 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/ExecutableOp.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ? (aka ?)|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/FillPolygon.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|13 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/FillPolygon.m|-Wobjc-missing-super-calls|method possibly missing a [super dealloc] call|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/FillPolygon.m|-Wunused-variable|unused variable ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/FillRect.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|13 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/FillRect.m|-Wunused-variable|unused variable ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/GLUIImage.m|-Wenum-conversion|implicit conversion from enumeration type ? to different enumeration type ? (aka ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/GLUIImage.m|-Wpointer-sign|passing ? to parameter of type ? (aka ?) converts between pointers to integer types with different sign|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wconditional-type-mismatch|pointer/integer type mismatch in conditional expression (? and ? (aka ?))|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|11 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Should not be used for applications that support multiple scenes as it returns a key window across all connected scenes|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - The segmentedControlStyle property no longer has any effect|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - UIActionSheet is deprecated. Use UIAlertController with a preferredStyle of UIAlertControllerStyleActionSheet instead|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - UIActionSheet is deprecated. Use UIAlertController with a preferredStyle of UIAlertControllerStyleActionSheet instead.|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - UIPopoverController is deprecated. Popovers are now implemented as UIViewController presentations. Use a modal presentation style of UIModalPresentationPopover and UIPopoverPresentationController.|6 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use -[UIDevice userInterfaceIdiom] directly.|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use -initWithBoundsSize:requestHandler:|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use -stringByAddingPercentEncodingWithAllowedCharacters: instead, which always uses the recommended UTF-? encoding, and which encodes for a specific URL component or subcomponent since each URL component or subcomponent has different rules for what characters are valid.|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use AVPlayerViewController in AVKit|50 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use AVPlayerViewController in AVKit.|46 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use UIBarStyleBlack and set the translucent property to YES instead.|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use appropriate initializers instead|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use kSecUseAuthenticationContext and set LAContext.localizedReason property|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use the interfaceOrientation property of the window scene instead.|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in watchOS ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in watchOS ? - Please use AVAudioApplication requestRecordPermissionWithCompletionHandler|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wdeprecated-declarations|? is deprecated: first deprecated in watchOS ? - Use kSecUseAuthenticationContext and set LAContext.localizedReason property|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wenum-conversion|implicit conversion from enumeration type ? (aka ?) to different enumeration type ? (aka ?)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wextra-tokens|extra tokens at end of #endif directive|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wformat|values of type ? should not be used as format arguments; add an explicit cast to ? instead|6 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wincompatible-pointer-types-discards-qualifiers|initializing ? with an expression of type ? discards qualifiers|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wincompatible-pointer-types|incompatible pointer types assigning to ? (aka ?) from ? (aka ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wincompatible-pointer-types|incompatible pointer types passing ? (aka ?) to parameter of type ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wint-conversion|incompatible integer to pointer conversion passing ? (aka ?) to parameter of type ?|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wint-conversion|incompatible pointer to integer conversion initializing ? (aka ?) with an expression of type ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wint-conversion|incompatible pointer to integer conversion passing ? to parameter of type ? (aka ?)|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wint-conversion|incompatible pointer to integer conversion returning ? from a function with result type ? (aka ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wnonnull|null passed to a callee that requires a non-null argument|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wobjc-method-access|instance method ? not found (return type defaults to ?)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ?|7 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ? (aka ?)|6 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? to ?|28 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wtautological-pointer-compare|comparison of function ? not equal to a null pointer is always true|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wundeclared-selector|undeclared selector ?|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wunguarded-availability-new|? is only available on iOS ? or newer|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wunsupported-availability-guard|@available does not guard availability here; use if (@available) instead|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wunused-function|unused function ?|11 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|-Wunused-variable|unused variable ?|13 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|<no-flag>|? may not respond to ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/IOSNative.m|<no-flag>|assigning to ? from incompatible type ?|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.h|-Wnullability-completeness|pointer is missing a nullability type specifier (_Nonnull, _Nullable, or _Null_unspecified)|8 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ?|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Provide a custom network activity UI in your app if desired.|3 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - Use NSURLSession (see NSURLSession.h)|1 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wdeprecated-declarations|? is deprecated: first deprecated in watchOS ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wnonnull|null passed to a callee that requires a non-null argument|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ?|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/NetworkConnectionImpl.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? to ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/Renderer.c|-Wunused-function|unused function ?|4 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/ResetAffine.m|-Wobjc-designated-initializers|designated initializer missing a ? call to a designated initializer of the super class|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/SocketImpl.m|-Wshorten-64-to-32|implicit conversion loses integer precision: ? (aka ?) to ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/SocketImpl.m|-Wunused-variable|unused variable ?|2 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/TileImage.m|-Wdeprecated-declarations|? is deprecated: first deprecated in iOS ? - OpenGLES API deprecated. (Define GLES_SILENCE_DEPRECATION to silence these warnings)|19 instance(s) when the baseline was written; not yet triaged
port|Ports/iOSPort/nativeSources/TileImage.m|-Wunused-variable|unused variable ?|3 instance(s) when the baseline was written; not yet triaged
