GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.calendar,OidcCalendarTokenProvider.new SuccessCallback() {...},15,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,OidcCalendarTokenProvider.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,OidcCalendarTokenProvider.new SuccessCallback() {...},41,0,2,0,10,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},52,0,2,0,8,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},28,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},6,52,0,2,3,8,0,3,0,2
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},22,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},58,0,2,0,11,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},111,0,14,0,12,0,9,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},33,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},35,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},51,0,2,0,7,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,LocalCalendarSource,19,0,2,0,5,0,4,0,3,0
codenameone-core-unittests,com.codename1.calendar,DefaultCalendarHttpTransport,272,0,44,0,54,0,27,0,5,0
codenameone-core-unittests,com.codename1.calendar,CalendarChange.ChangeType,0,44,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},5,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},35,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},52,0,2,0,8,0,3,0,2,0
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource.new SuccessCallback() {...},28,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalendarAttendee.Role,0,34,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarInfo.ContentType,0,24,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,OidcCalendarTokenProvider,181,0,18,0,46,0,15,0,6,0
codenameone-core-unittests,com.codename1.calendar,CalendarConflict.Resolution,0,34,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.new SuccessCallback() {...},17,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.new SuccessCallback() {...},22,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.new OAuthCalendarSource.ResponseCallback() {...},19,0,0,0,5,0,3,0,3,0
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.new OAuthCalendarSource.ResponseCallback() {...},17,29,2,2,4,7,2,3,0,3
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.new SuccessCallback() {...},22,84,4,4,3,8,3,3,0,2
codenameone-core-unittests,com.codename1.calendar,OAuthCalendarSource.new SuccessCallback() {...},8,9,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource,729,709,109,73,113,127,93,36,20,18
codenameone-core-unittests,com.codename1.calendar,CalendarTask,55,143,5,1,18,49,11,31,8,31
codenameone-core-unittests,com.codename1.calendar,CalendarAuthorizationStatus,0,54,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,MicrosoftCalendarSource,2025,507,253,49,270,81,177,21,32,15
codenameone-core-unittests,com.codename1.calendar,CalendarAttachment,47,22,4,0,12,8,10,5,8,5
codenameone-core-unittests,com.codename1.calendar,CalendarHttpRequest,3,37,0,0,1,12,1,6,1,6
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource,1480,591,148,56,211,102,118,26,25,17
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},5,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},35,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,CalDavCalendarSource.new SuccessCallback() {...},0,98,2,6,0,13,2,4,0,2
codenameone-core-unittests,com.codename1.calendar,CalendarAlarm,10,42,2,4,3,12,3,7,1,6
codenameone-core-unittests,com.codename1.calendar,CalendarRecurrenceRule,55,77,13,3,12,22,11,12,3,12
codenameone-core-unittests,com.codename1.calendar,CalendarAttendee,20,53,2,2,6,18,6,11,4,11
codenameone-core-unittests,com.codename1.calendar,MemoryCalendarCache,25,92,2,10,6,21,3,9,1,5
codenameone-core-unittests,com.codename1.calendar,StorageCalendarCache,252,0,30,0,41,0,23,0,8,0
codenameone-core-unittests,com.codename1.calendar,FreeBusyInterval,17,26,4,4,4,8,6,2,2,2
codenameone-core-unittests,com.codename1.calendar,CalendarModelCodec,593,902,65,57,92,145,57,40,8,28
codenameone-core-unittests,com.codename1.calendar,CalendarEvent.Privacy,0,44,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.calendar,CalendarQuery,28,61,2,0,10,22,5,15,4,15
codenameone-core-unittests,com.codename1.calendar,CalendarException,13,38,1,1,3,11,3,5,2,5
codenameone-core-unittests,com.codename1.calendar,CalendarAccess,44,0,0,0,2,0,1,0,1,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.7.new SuccessCallback() {...},12,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},73,0,4,0,15,0,4,0,2,0
codenameone-core-unittests,com.codename1.calendar,GoogleCalendarSource.new SuccessCallback() {...},58,0,2,0,11,0,3,0,2,0
